name,type,confidence,basis_for_guess,index_letter,page_refs,index_entry,index_entry_original
Fridestane,person,0.91,described by rank/office; appointment to office,F,223.55.,"Fridestane, ordeyned Byshop of Winchester. 223.55.","Frideſtane, ordeyned Byſhop of Wincheſter. 223.55."
French,group,0.85,collective / people-name,F,,French kyngs demaunde of kyng Iohn. 546.73.,French kyngs demaunde of kyng Iohn. 546.73.
French,group,0.85,collective / people-name,F,,French kyngs siege raised by kyng Iohn. 547.23.,French kyngs ſiege raiſed by kyng Iohn. 547.23.
French,group,0.85,collective / people-name,F,,French kynges power dryuen out of Mauns by king Iohn 547.25.,French kynges power dryuen out of Mauns by king Iohn 547.25.
Frisney,uncertain,0.2,"proper name, but no clear signal",F,pag. 1203. col. 1. lin. 16.,Frisney deliuered to the Englishe. pag. 1203. col. 1. lin. 16.,Friſney deliuered to the Eng|liſhe. pag. 1203. col. 1. lin. 16.
Friswide,person,0.87,kinship language,F,197.48.,"Friswide virgin, daughter to Didanus. 197.48.","Friſwide virgin, daughter to Didanus. 197.48."
Friswide,uncertain,0.45,mixed signals: weak evidence,F,197.55.,"Friswide pursued to be rauished, fleeth into Oxford and is there rescued. 197.55.","Friſwide purſued to be raui|ſhed, fleeth into Oxford and is there reſcued. 197.55."
Frederick Emperour,person,0.97,title of rank in name; kinship language,F,647.14.,Frederick Emperour maryeth Isabel sister to Henry the .iii. Kyng of Englande. 647.14.,Frederick Emperour maryeth Iſabel ſiſter to Henry the .iii. Kyng of Englande. 647.14.
Framelinghã Castle in Northfolke,place,0.95,place-type word in name; used elsewhere as a location,F,383.1.,Framelinghã Castle in Northfolke. 383.1.,Framelinghã Caſtle in North|folke. 383.1.
French,group,0.85,collective / people-name,F,356.11.,French armie ouerthrowne by the Englishmen. 356.11.,French armie ouerthrowne by the Engliſhmen. 356.11.
Framingham Castle,place,0.97,place-type word in name; used elsewhere as a location,F,211.27.,Framingham Castle rendred to the Danes. 211.27.,Framingham Caſtle rendred to the Danes. 211.27.
Framingham,place,0.86,used elsewhere as a location,F,431.41.,Framingham. 431.41.,Framingham. 431.41.
Framingham Castle,place,0.88,place-type word in name; used elsewhere as a location,F,445 22.,"Framingham Castle, made playne with the ground. 445 22.","Framingham Caſtle, made playne with the ground. 445 22."
French,group,0.85,collective / people-name,F,,French men sent ouer to ayde the Barons agaynst k. Iohn. 597.71.,French men ſent ouer to ayde the Barons agaynſt k. Iohn. 597.71.
Farneham Castle,place,0.97,place-type word in name; used elsewhere as a location,F,600.78.,Farneham Castle wonne by Lewes. 600.78.,Farneham Caſtle wonne by Lewes. 600.78.
Frenchmen,group,0.85,collective / people-name,F,601.60.,"Frenchmen supposing themselues sure of England, shewe themselues in their kynde to the Englishmen. 601.60.","Frenchmen ſuppoſing themſel|ues ſure of England, ſhewe themſelues in their kynde to the Engliſhmen. 601.60."
French,group,0.85,collective / people-name,F,574.38.,French kyng prepareth to inuade England at the request of the Popes Legate. 574.38.,French kyng prepareth to in|uade England at the requeſt of the Popes Legate. 574.38.
French,group,0.85,collective / people-name,F,577.38.,French kyng displeased for the reconciliation of king Iohn with the Pope. 577.38.,French kyng diſpleaſed for the reconciliation of king Iohn with the Pope. 577.38.
French,group,0.85,collective / people-name,F,577.58.577.68.,"French kyng meaneth to proceede in his iourney agaynst England, but by the way inuadeth Flaunders. 577.58.577.68.","French kyng meaneth to pro|ceede in his iourney agaynſt England, but by the way in|uadeth Flaunders. 577.58.577.68."
Frotto,person,0.75,described by rank/office; holds a title over a place; located within a named region,F,215.31.,"Frotto king of Denmarke, receyueth Baptisme in England. 215.31.","Frotto king of Denmarke, re|ceyueth Baptiſme in Eng|land. 215.31."
Fraser Richard,person,0.97,given name in entry; used elsewhere as a personal name,F,467.38,Fraser Richard taken prisoner and deliuered. 467.38,Fraſer Richard taken priſoner and deliuered. 467.38
Freyn,person,0.84,biographical event,F,210.37.,"Freyn, a Dane slayne. 210.37.","Freyn, a Dane ſlayne. 210.37."
Frenchmen,group,0.85,collective / people-name,F,108.73.,Frenchmen begin to settle thenselues in Gallia. 108.73.,Frenchmen begin to ſettle thẽ|ſelues in Gallia. 108.73.
Frankners,uncertain,0.2,"proper name, but no clear signal",F,108.72.,"Frankners, afterward called Frenchmen. 108.72.","Frankners, afterward called Frenchmen. 108.72."
Fraunce,uncertain,0.45,mixed signals: given name in entry; used elsewhere as a location,F,108.73.,"Fraunce so called of the Frankners, in olde time Gallia. 108.73.","Fraunce ſo called of the Frank|ners, in olde time Gallia. 108.73."
Frea,person,0.95,used elsewhere as a personal name; described by rank/office; kinship language,F,113.10,"Frea, wife to the ancient prince Woden. 113.10","Frea, wife to the ancient prince Woden. 113.10"
Fryday,place,0.83,naming/etymology gloss,F,113.12,"Fryday, why so called. 113.12","Fryday, why ſo called. 113.12"
Fugatius,uncertain,0.45,mixed signals: weak evidence,F,74.77.,Fugatius and Damianus sent into Britaine. 74.77.,Fugatius and Damianus ſent into Britaine. 74.77.
Fulgentius,uncertain,0.45,mixed signals: weak evidence,F,78.35.,"Fulgentius, leader of the Pictes entereth the borders of Brytaine wyth an army. 78.35.","Fulgentius, leader of the Pic|tes entereth the borders of Brytaine wyth an army. 78.35."
Furnes Thomas,person,0.81,given name in entry; used elsewhere as a personal name,F,542.26.,Furnes Thomas deliuered the Citie and Castle of Angiers to the Duke of Brytaine. 542.26.,Furnes Thomas deliuered the Citie and Caſtle of Angiers to the Duke of Brytaine. 542.26.
Furius Camissus,uncertain,0.2,"proper name, but no clear signal",F,26.75.,"Furius Camissus, reuoked out of exile, and created Dictator. 26.75.","Furius Camiſſus, reuoked out of exile, and created Dicta|tor. 26.75."
Furius Camissus,uncertain,0.45,mixed signals: weak evidence,F,27.25.,Furius Camissus disappoynteth the Gaules of theyr payment. 27.25.,Furius Camiſſus diſappoyn|teth the Gaules of theyr payment. 27.25.
Fulto,person,0.87,described by rank/office; kinship language,F,540.112.,"Fulto a frenche Priest exhorteth Richard the first to bestowe his three daughters in mariage, pride, couetousnes and lechery. 540.112.","Fulto a frenche Prieſt exhor|teth Richard the firſt to be|ſtowe his three daughters in mariage, pride, couetouſnes and lechery. 540.112."
Fulford Thomas,person,0.97,given name in entry; used elsewhere as a personal name; described by rank/office,F,1450 42.,Fulford Thomas knight. 1450 42.,Fulford Thomas knight. 1450 42.
Furseus,uncertain,0.45,mixed signals: weak evidence,F,172.36.,"Furseus, a deuout person, commeth into Englande. 172.36.","Furſeus, a deuout perſon, com|meth into Englande. 172.36."
Fulgiers William,person,0.97,given name in entry; used elsewhere as a personal name,F,,Fulgiers William. 554.76.,Fulgiers William. 554.76.
Gaules,group,0.85,collective / people-name,G,26.18.,"Gaules encounter with the Romanes, and vanquish them. 26.18.","Gaules encounter with the Ro|manes, and vanquiſh them. 26.18."
Gaules,group,0.85,collective / people-name,G,26.36.,Gaules enter into the Citie of Rome. 26.36.,Gaules enter into the Citie of Rome. 26.36.
Gaules,group,0.85,collective / people-name,G,26.45.,Gaules reuerence the honorable port of the Senatours 26.45.,Gaules reuerence the honora|ble port of the Senatours 26.45.
Gaules,group,0.85,collective / people-name,G,27.15,Gaules ouer couetous for money. 27.15,Gaules ouer couetous for mo|ney. 27.15
Gaules,group,0.85,collective / people-name,G,27.34,Gaules ouerthrowen and slaine by the Romanes. 27.34,Gaules ouerthrowen and ſlaine by the Romanes. 27.34
Galltot Willaim,uncertain,0.2,"proper name, but no clear signal",G,1463.5,Galltot Willaim. 1463.5,Galltot Willaim. 1463.5
Galloway,uncertain,0.45,mixed signals: weak evidence,G,123.12,Galloway assigned to Occa & his Saxons. 123.12,Galloway aſſigned to Occa & his Saxons. 123.12
Gaules,group,0.85,collective / people-name,G,26.11,Gaules march from Clusium towardes Rome. 26.11,Gaules march from Cluſium towardes Rome. 26.11
Glanuille Rafe an English,person,0.97,given name in entry; used elsewhere as a personal name; described by rank/office,G,434.26,Glanuille Rafe an English Captaine. 434.26,Glanuille Rafe an Engliſh Ca|ptaine. 434.26
Gawayn,uncertain,0.45,mixed signals: used elsewhere as a personal name,G,136,Gawayn buryed in Rosse in W<?>l<?>s. 136,Gawayn buryed in Roſſe in W<?>l<?>s. 136
Gannoc Castle,place,0.86,place-type word in name; used elsewhere as a location,G,762.115.,Gannoc Castle taken and destroyed. 762.115.,Gannoc Caſtle taken and de|ſtroyed. 762.115.
Gallio Rauennas,person,0.8,contextual verb evidence,G,100.33,Gallio Rauennas sent into Britaine with an army agaynst the Scots & Picts. 100.33,Gallio Rauennas ſent into Bri|taine with an army agaynſt the Scots & Picts. 100.33
Gallo,person,0.8,contextual verb evidence,G,307.40,Gallo was inuaded by the Englishmen. 307.40,Gallo was inuaded by the Eng|liſhmen. 307.40
Gawayn,person,0.97,used elsewhere as a personal name; kinship language; biographical event,G,134.20,Gawayn brother to Mordred slaine. 134.20,Gawayn brother to Mordred ſlaine. 134.20
Gawayn,person,0.8,used elsewhere as a personal name,G,134.33.,Gawayn supposed to be buryed at Douer. 134.33.,Gawayn ſuppoſed to be buryed at Douer. 134.33.
Gallus,place,0.71,used elsewhere as a personal name; naming/etymology gloss,G,82.48,"Gallus or Wallus brooke in London, nowe called Walbrooke. 82.48","Gallus or Wallus brooke in London, nowe called Wal|brooke. 82.48"
Gaunt Gilbert,person,0.97,given name in entry; used elsewhere as a personal name,G,300.72,"Gaunt Gilbert, taken prisoner by the Danes and Englishe erles. 300.72","Gaunt Gilbert, taken priſoner by the Danes and Engliſhe erles. 300.72"
Gallowyn,person,0.5,cross-reference; typed from the entry it points to,G,,"Gallowyn, looke Gawayn.","Gallowyn, looke Gawayn."
Gannock Castle,place,0.97,place-type word in name; used elsewhere as a location,G,713.114.,Gannock Castle built. 713.114.,Gannock Caſtle built. 713.114.
Gates Iohn,person,0.97,given name in entry; used elsewhere as a personal name; described by rank/office; biographical event,G,1722.25.,Gates Iohn knight hanged. 1722.25.,Gates Iohn knight hanged. 1722.25.
Gauelfoord battaile,place,0.95,place-type word in name; used elsewhere as a location,G,204.7,Gauelfoord battaile fought betweene the Denonshyre men and the Britaines 204.7,Gauelfoord battaile fought be|tweene the Denonſhyre men and the Britaines 204.7
Galerius Maximianus,person,0.81,described by rank/office,G,89.32,Galerius Maximianus and Constantius created Emperours together 89.32,Galerius Maximianus and Conſtantius created Empe|rours together 89.32
Gardians,uncertain,0.45,mixed signals: weak evidence,G,775.57,Gardians appoynted ouer the citie of London. 775.57,Gardians appoynted ouer the citie of London. 775.57
Gallia,place,0.97,used elsewhere as a location; naming/etymology gloss,G,108.73,Gallia now called Fraunce of the Frankners. 108.73,Gallia now called Fraunce of the Frankners. 108.73
Gascoynes,group,0.85,collective / people-name,G,733.76.,Gascoynes submyt them selues to Henry the thyrd. 733.76.,Gaſcoynes ſubmyt them ſelues to Henry the thyrd. 733.76.
Gascoynes,group,0.85,collective / people-name,G,793.2. a. Ayde the English men in France. 811 17.,Gascoynes distresse the Welchmen. 793.2. a. Ayde the English men in France. 811 17.,Gaſcoynes diſtreſſe the Welch|men. 793.2. a. Ayde the Engliſh men in France. 811 17.
Galgacus,person,0.81,described by rank/office,G,71.51,Galgacus a captaine of the Britaines. 71.51,Galgacus a captaine of the Bri|taines. 71.51
Garedon Abbey,place,0.97,place-type word in name; used elsewhere as a location,G,394.29,Garedon Abbey in Leicester shire founded. 394.29,Garedon Abbey in Leiceſter ſhire founded. 394.29
Gaules,group,0.85,collective / people-name,G,14.70,"Gaules pursued, and slayne by the Troians. 14.70","Gaules purſued, and ſlayne by the Troians. 14.70"
Garisons,place,0.94,located within a named region,G,352.64.,Garisons placed in Wales in sundry townes and Castles. 352.64.,Gariſons placed in Wales in ſundry townes and Caſtles. 352.64.
Gascoines,group,0.85,collective / people-name,G,975.10. b.,Gascoines reuolt to the French king. 975.10. b.,Gaſcoines reuolt to the French king. 975.10. b.
Gagwyne Robert,person,0.97,given name in entry; used elsewhere as a personal name; described by rank/office,G,1436 58.,Gagwyne Robert Ambassador from the French king. 1436 58.,Gagwyne Robert Ambaſſador from the French king. 1436 58.
Gardyner Stephen,person,0.95,given name in entry; used elsewhere as a personal name; appointment to office; biographical event,G,1720.50. crowneth Queene Mary. 1722 44. his speache in the Parlament house. 1760 116. his Sermon of reconciliation the See of Rome 1762.54 goeth to Mark to entreate of peace betwene the Emperour & the french king. 1764.9. dyeth. eaden. 26.,"Gardyner Stephen deliuered out of the Towre, restored to his Bishopricke, and made Lord Chauncellour. 1720.50. crowneth Queene Mary. 1722 44. his speache in the Parlament house. 1760 116. his Sermon of reconciliation the See of Rome 1762.54 goeth to Mark to entreate of peace betwene the Emperour & the french king. 1764.9. dyeth. eaden. 26.","Gardyner Stephen deliuered out of the Towre, reſtored to his Biſhopricke, and made Lord Chauncellour. 1720.50. crowneth Queene Ma|ry. 1722 44. his ſpeache in the Parlament houſe. 1760 116. his Sermon of recon|ciliation the See of Rome 1762.54 goeth to Mark to entreate of peace betwene the Emperour & the french king. 1764.9. dyeth. eadẽ. 26."
Gardyner Stephen Doctour,person,0.88,given name in entry; used elsewhere as a personal name,G,1551.16.,Gardyner Stephen Doctour succeedeth in Paces roume. 1551.16.,Gardyner Stephen Doctour ſucceedeth in Paces roume. 1551.16.
Galiard Castle,place,0.94,place-type word in name; used elsewhere as a location; described by rank/office,G,pag. 1201. co. 2. lin. 46.,Galiard Castle surrendred to the Duke of Exceter. pag. 1201. co. 2. lin. 46.,Galiard Caſtle ſurrendred to the Duke of Exceter. pag. 1201. co. 2. lin. 46.
Gascoynes,group,0.85,collective / people-name,G,,Gascoynes take part with kyng Iohn. 560.20,Gaſcoynes take part with kyng Iohn. 560.20
Gascoyn,group,0.85,collective / people-name,G,1448 7.,Gascoyn Williã knight. 1448 7.,Gaſcoyn Williã knight. 1448 7.
Iohn of Gaunt,person,0.97,given name in entry; used elsewhere as a personal name; biographical event,G,907.1. a.,Iohn of Gaunt borne. 907.1. a.,Iohn of Gaunt borne. 907.1. a.
Gauntiners,uncertain,0.45,mixed signals: described by rank/office,G,1050.52. b,Gauntiners war against their Earle. 1050.52. b,Gauntiners war againſt their Earle. 1050.52. b
